label,sentence
0,1月6日8時30分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,12月29日0時0分に乗用車の事故が発生。天気は曇りであった。路面は積雪していた。事故が起こったのは道路上である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月11日11時50分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月31日15時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,11月24日8時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
0,1月4日23時10分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月4日4時21分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。
1,1月15日15時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月12日17時55分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,12月14日18時10分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月1日15時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
0,1月29日17時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月3日16時29分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
1,1月10日8時24分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
0,11月29日21時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。
0,1月2日15時35分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
1,1月29日11時35分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月17日6時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,1月19日11時5分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
0,12月20日16時55分に乗用車の事故が発生。天気は雨が降っていた。路面は湿っていた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
0,1月12日8時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月27日7時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
1,1月26日6時7分に乗用車の事故が発生。天気は雨が降っていた。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月12日10時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。
0,12月27日8時22分に乗用車の事故が発生。天気は雪が降っていた。路面は凍結していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
0,12月30日17時20分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月27日8時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。
1,1月12日9時25分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。
0,12月20日11時10分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月19日18時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
1,1月30日15時19分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。
0,1月4日17時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月23日12時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,12月28日2時40分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
0,12月28日7時31分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。
1,1月5日9時57分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月13日15時57分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,12月15日11時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,1月27日14時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月13日16時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
1,1月11日10時11分に乗用車の事故が発生。天気は雪が降っていた。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。
1,1月23日16時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が非常に狭い道路である。現場はカーブで坂道になっている。
1,1月1日5時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのはトンネル付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月6日11時25分に乗用車の事故が発生。天気は晴れであった。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月12日9時9分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月27日13時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。大きな交差点である。現場はカーブで平坦である。
1,12月20日17時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
1,1月14日8時7分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。
1,1月23日14時5分に乗用車の事故が発生。天気は晴れであった。路面は湿っていた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
1,1月21日19時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月24日14時10分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,12月29日15時4分に乗用車の事故が発生。天気は曇りであった。路面は湿っていた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。
0,12月22日17時26分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,12月24日14時34分に乗用車の事故が発生。天気は晴れであった。路面は湿っていた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月12日10時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。
0,1月5日15時28分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月13日18時29分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。
1,1月30日14時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月6日17時40分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
0,12月25日13時25分に乗用車の事故が発生。天気は雪が降っていた。路面は湿っていた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月31日8時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月14日8時35分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月9日9時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。大きな交差点である。現場はカーブで平坦である。
1,1月18日7時55分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,1月5日10時38分に乗用車の事故が発生。天気は晴れであった。路面は積雪していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。
0,1月17日9時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月22日23時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
1,1月8日17時20分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは橋付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月7日8時45分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月12日14時28分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。大きな交差点である。現場はカーブで平坦である。
1,1月9日16時48分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。大きな交差点である。現場はカーブで平坦である。
0,12月26日14時13分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,12月27日9時20分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が非常に狭い道路である。現場はカーブで坂道になっている。
0,1月7日18時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月14日8時22分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月17日13時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。大きな交差点である。現場はカーブで平坦である。
0,1月7日8時10分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月11日7時25分に乗用車の事故が発生。天気は雨が降っていた。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月5日16時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。大きな交差点である。現場はカーブで平坦である。
1,1月13日6時28分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。
1,1月7日14時38分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
0,1月7日4時50分に乗用車の事故が発生。天気は曇りであった。路面は凍結していた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月14日11時10分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月18日12時35分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
1,1月21日5時29分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月9日4時25分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,12月25日19時40分に乗用車の事故が発生。天気は雪が降っていた。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月20日13時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
0,1月18日5時41分に乗用車の事故が発生。天気は曇りであった。路面は積雪していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月26日15時38分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
1,1月6日12時33分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
0,12月29日18時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
0,1月2日10時35分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月14日11時18分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
0,1月7日7時41分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月6日7時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,1月1日14時25分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。
0,1月25日17時10分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,1月16日14時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,1月28日13時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,12月13日14時58分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月3日13時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
1,12月8日18時32分に乗用車の事故が発生。天気は雨が降っていた。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。
0,12月24日13時10分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
0,12月28日14時55分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が非常に狭い道路である。現場はカーブで坂道になっている。
1,1月27日16時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月30日17時20分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。
1,1月16日7時37分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
0,1月11日16時9分に乗用車の事故が発生。天気は雨が降っていた。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月17日17時24分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月12日19時3分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,12月12日10時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
0,1月24日10時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,1月1日12時55分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。
1,1月30日18時20分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。
1,1月14日19時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
1,12月11日18時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月12日8時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。点灯式の信号機が設置してあった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月19日14時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が非常に狭い道路である。現場はカーブで坂道になっている。
1,1月8日21時27分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に大きな交差点である。現場はカーブで平坦である。
0,1月20日7時35分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,12月9日17時35分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
1,1月24日8時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月14日8時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月28日17時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,12月19日15時20分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月13日9時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月27日7時37分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月13日16時18分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
1,1月2日17時53分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
0,1月7日11時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,10月29日17時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月19日21時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月18日17時25分に乗用車の事故が発生。天気は雪が降っていた。路面は湿っていた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
1,1月12日6時57分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,11月26日4時9分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
1,1月28日8時32分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
1,1月12日5時56分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
0,11月21日13時14分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月13日18時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
0,1月21日8時34分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月23日13時40分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月8日14時37分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月3日12時46分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月2日7時40分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月1日5時25分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,1月7日10時41分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。大きな交差点である。現場はカーブで平坦である。
0,1月8日12時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,12月25日11時55分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,1月5日15時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
0,1月7日9時55分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,1月17日17時10分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは道路上である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
